score,text,idx,user,written_at,agree,disagree
8,물론 영상도 훌륭했죠 하지만 저는 마지막반전에 깊은뜻이 담겨있어요,7103484,2don****,2013.01.12 00:10,0,0
3,괜히 봤어... 신비의 세계만도 못함,7103540,step****,2013.01.12 00:24,0,0
10,생각할 것들을 참 많이 안겨주는 영화.. 영상만으로도 시선을 사로잡기에 충분했지만 그 안에 담긴 뜻과 마지막 반전까지 최고,7103565,feel****,2013.01.12 00:31,0,0
9,소설을 100% 살리진 못했지만 굉장히 재미있었어요.,7103570,불패마술(stop****),2013.01.12 00:32,0,0
9,소설로도 읽어보고싶네요!!  여운이 남고 깊은 메세지를 남기며 아름다웠던 영화!  또 아이맥스로 다시한번보고싶움ㅎ,7103594,lave****,2013.01.12 00:37,0,0
7,"리안은 영화로 아시아로의 문명의 전환과 그에 따른 동양인의 사상과 문화를 통한 새로운 인류 문명을 조용히 앞서서 읆조린다. 그 리더들 그룹인, 인도, 중국, 일본 중에 우리나라는 없다... 빨리 우리나라가 통일이 되...",7103607,jove****,2013.01.12 00:39,0,0
9,이안 감독의 위대한 이야기! 시각적 황홀함은 덤이다! IMAX3D 강추!!!,7103619,용수리(rosn****),2013.01.12 00:42,0,0
10,영화의 화면이 아주 아름다웠던 영화진짜 화면의 그림은 일반 미술관에 전시된 그림들보다 더 아름다운 것 같다,7103642,dmld****,2013.01.12 00:46,0,0
10,쓰리디 조조로 보고왔습니다. 다보고 나오면서 친구와 뭐라 감상평을 못하겠더라구요. 이 영화는 재미의 관점에서 접근하기보단 속세의 연을 잠시 끊으시고 자연인 본연의 자세로 관람하시길 추천합니다. 자기전에 자꾸 벵갈호랑...,7103643,wlst****,2013.01.12 00:47,0,0
10,매 순간 눈을 뗄 수 없는 아름다운 화면과 감동적인 이야기들 !,7103695,tnqk****,2013.01.12 01:02,0,0
10,그냥저냥인  모험이야긴줄 알았지만 기대이상인 메시지를 담고 있고 여운이 진하게 남는 좋은영화다. 올해 첫 영화로서 아주 만족스럽다. 다만 아이들을 데려가 보여주는것은 추천하지 않음,7103711,수키애낀딘(fans****),2013.01.12 01:05,0,0
9,대박!!이번에본영화중최고다,7103732,raur****,2013.01.12 01:15,0,0
9,으 ㅡ 영화 끝나고 3D로 볼걸 후회했어요 ㅠㅠ 영상도 아름답고 런닝타임내내 지루하지 않았어요. 끝나고나서 여운이남는달까? ㅎㅎ 암튼 근래에 가장 재밌게본영화입니다,7103760,uhj0****,2013.01.12 01:24,0,0
9,멈춰서서 생각하게 만드는 영화,7103807,hann****,2013.01.12 01:36,0,0
10,"개봉기다렸다가, 원서는 미리 사두고, 영화봤어요. 정말 좋은 영화에요.영상미도, 음악도 내용 전개도 다 좋았어요. 차분히 이젠 원서 시작했어요.모르는 단어 나와도 그냥 넘어가도 영화장면이랑 연결됨. 리처드파커의 존재...",7103812,like****,2013.01.12 01:37,0,0
10,"기대 안 하고 갔는데 좋은 영화를 만났네요 저는 보고나면 곱씹을 수록 머릿 속에서 지워지지 않는 영화들이 좋아요 이 영화 큰 스토리는 단지, 파이의 표류한 이야기지만 그 과정에서 살기위한  인간의 이성과 종교적 신념...",7103839,momm****,2013.01.12 01:43,0,0
10,내 인생의 베스트 영화가 될  또다른 한편의 명작을 만난 의미있고 가슴벅찬 시간이었습니다. 스토리는 물론이거니와 영화의 의미를 잘 표현하고 감동을 배로 전해준 연출력 또한 매우 훌륭했습니다.,7103881,알콩(chee****),2013.01.12 01:53,0,0
1,-_-;,7103961,zhem****,2013.01.12 02:15,0,2
8,황홀한 영상과 깊이있는 이야기. 아바타 이후 단하나의 3D 영화,7104036,ygha****,2013.01.12 02:37,0,0
10,개인적 취향을 많이 받을 영화 같아서 주변에 막 강추는 못하겠습니다 ㅎㅎ 하지만 제 개인적으로는 간만에 영상도 예쁘고 생각도 하게 되는 그런 영화였습니다~ 투디로 봐서 살짝 아쉬워서 쓰리디로 한번 더 볼까 이러고 있...,7104081,m073****,2013.01.12 02:53,0,0
10,아.. 너무 좋았습니다!,7104140,sond****,2013.01.12 03:17,0,0
9,억지로 감동을 불러일으키는 영화가 아니여서 좋았다. 아이맥스에 3D로 보는 태풍씬은 정말 최고였다.,7104149,piga****,2013.01.12 03:22,0,0
8,음식남녀이후에 만나는 이안...이게 얼마만이오,7104175,협객(doro****),2013.01.12 03:31,0,0
10,졸라최고,7104202,theb****,2013.01.12 03:44,0,0
9,영상미가 돋보엿던 영화 환상의 세계에 들어간 느낌이엇다,7104226,lina****,2013.01.12 03:54,0,0
6,지루한부분이있음..그러나 영상미하나는 끝내줬던..스릴도있었답니다.,7104253,bosu****,2013.01.12 04:10,0,0
5,3d 보지마세요 지루하고 재미없습니다 32000원 날렸습니다,7104330,benz****,2013.01.12 05:19,0,0
10,감동,7104359,leem****,2013.01.12 06:02,0,0
7,이정도가적당 이고조금지루하다 현실성있는호랑이와의관계 판타지물인줄알앗지만 너무판타지는아니지만 볼만했음 새해 처음본영화치고는 갠차늠 ㅋㅋ박수건달이나낼보러갈라하눈데 재밌을려나 ?ㅋㅂㅎ고또평점올리겟음 ㅋ,7104498,rlan****,2013.01.12 08:16,0,0
9,9세 아이와 재미있게 잘 봤습니다.  메시지도 훌륭하고 영상도 탁월합니다. 강추..,7104522,noho****,2013.01.12 08:42,0,0
10,앞부분 지루하다는 사람 잇던데 나는 처음부터 끝까지 다 좋았다. 앞부분 파이의 어린시절은 어디 여행갔다오는 기분으로 볼 수 있었다. 정말 영상미 끝내준다. 내용도 감동적이고재밌다.,7104585,jihe****,2013.01.12 09:29,0,0
10,내인생의 영화! 여운이너무오래가 평점까 남기네여 ㅜㅜ 이거보거 스스로에 대한 반성까지 할 정도로..많은 의미를 줬습니다... 의미생각하지않더라도 쓰리디가 너무 실감나서 정말 예쁘고 신기한 것들~ 잊혀지지가 않아요 돈...,7104663,sopt****,2013.01.12 10:15,0,0
2,죽는다 찐짜신은 죽었다,7104723,jugu****,2013.01.12 10:52,0,0
10,상당히볼만하다. 동물과의교감 뿐아니라 혼자서는살수없는 공존 ? 뭐 이런 깊은메세지가 있다 눈이너무즐겁다. 3D추천이다. 재밌다 진짜영화예매율이 낮은게 안타깝다,7104775,peab****,2013.01.12 11:11,0,0
10,최고의 3D기술력과 작품성..?최고를 보고 느낄 수 있는 영화,7104777,chop****,2013.01.12 11:12,0,0
10,책은 지루했는데 영화는 너무 재밌다! 화려한 영상미와 연출.... 좋은 영화다,7104793,실버(silv****),2013.01.12 11:15,0,0
10,최고영화! 처음부터 넘재밌다바다위에서지루할수있는 내용을 재밌고 완성도있게 풀어냈다,7104794,cksd****,2013.01.12 11:15,0,0
5,4dx로 봤는데 솔직히 돈날린느낌 .. 이건 진짜 취향 갈릴듯. 자연은 특히 현실적인 cg를 좋아해서 그런지 별로 그래픽에대한 감동도 없었고 내용도 지루했음. 주인공 연기도 안와닿고.. 평점 왜이리 좋은지 모르겠는 ...,7104838,삐용(jh94****),2013.01.12 11:25,0,0
10,오랜만에 작품다운 영화,7104849,담(dddd****),2013.01.12 11:27,0,0
10,소소한 재미와 감동적인 영화같네요,7104895,웃긴 놈(kml1****),2013.01.12 11:38,0,0
10,현실적응에힘들어하는이에게 필요한영화 빅피쉬 2 같은느낌,7104905,luks****,2013.01.12 11:41,0,0
10,거대한 자연의 아름다움을 느낄 수 있고 색다른 결말... 마음에 쏙 들어요!,7104923,eunp****,2013.01.12 11:47,0,0
10,멋진영화,7104932,aech****,2013.01.12 11:48,0,0
10,정말 최고 꼭극장에서 쓰리디로 보라. 책보다는 결말이 덜충격적임 그러나 영상미 최고,7104935,3391****,2013.01.12 11:49,0,0
10,굿,7104937,dyd8****,2013.01.12 11:50,0,0
4,내용이 재미있고 감동도있지만뭔가 결정적인 한방이없는영화,7104943,dlwo****,2013.01.12 11:51,0,0
10,짱이에요 꼭 4D로 보시길 추천합니다 ~,7104948,su0h****,2013.01.12 11:53,0,0
3,돈 아깝다,7104951,wlgu****,2013.01.12 11:53,0,0
9,약간 수수하긴 했지만 3D로보기엔 이보다 좋은것이 없네요 바다의광경 아직도 잊혀지지 않습니다!!^^,7104955,tnql****,2013.01.12 11:54,0,0
10,정말 영상미가 아름다워요 3D추천해요!  힐링영화,7104954,우왕굳키(thf9****),2013.01.12 11:54,0,0
10,영상은 놀랍고도 아름다움 그리하여 화면만 쳐다본다고 내용파악이 잘안되는 단점이..7,7104963,whit****,2013.01.12 11:56,0,0
10,정말 CG가 환상적이에요ㅠㅠ 3D든 4D든 입체로 보시길 바랍니다. 정말 영상미가 환상적입니다... 은은하고 수수하면서 기억에 오래 남는 영화네요,7104965,Arrivederci(insh****),2013.01.12 11:56,0,0
10,진짜 짱.. 감동적이고 좋음,7104973,9wrt****,2013.01.12 11:58,0,0
3,이바타를 언급한건 많이 지나친 비유네요.. 다소 실망스럽네요.. 마지막 반전적 스토리는좋네요.  조조로 싸게 봐서 다행이네요.,7104976,rsh7****,2013.01.12 11:59,0,0
10,감독을 잘만났네요 . 원작소설의 느낌을 잘 살려냈어요,7104985,똑같은 맘(fig9****),2013.01.12 12:00,0,0
10,3D영화여서 호랑이가 튀어나오는줄알았어요,7104994,doro****,2013.01.12 12:03,0,0
10,굉장히 재미있게봐서 책으로 원작도 샀습니다ㅎ,7104998,leen****,2013.01.12 12:04,0,0
10,최거!!!,7105001,hj99****,2013.01.12 12:05,0,0
10,배경하나하나 정말 멋있다...,7105002,미사일(dydq****),2013.01.12 12:05,0,0
5,영상은 멋지다. 근데 그게 다라서 많이 아쉬운 영화. 개인적으로 원작서 강한 인상을 받은 부분들이 생략됐거나 축소됭 경우가 많았다. 대단한 감동이나 큰 스케일의 판타지를 기대하는 사람이라면 보지 않는 것을 추천한다....,7105005,juno****,2013.01.12 12:06,0,0
8,앞이너무지루함. 아무리 명작이라도 보는사람이 지루해서야 되겠나. 그리고 하루에 5kg고기를 먹는 호랑이 식욕이 너무 자제되보임 감동적이긴 했으나.. 딱 8.00 영화,7105013,kyyu****,2013.01.12 12:07,0,0
3,이건 좀 아님,7105017,jjir****,2013.01.12 12:08,0,0
10,"3d IMAX로 봤어요. 너~~무 아름답습니다. 옆관객들은 울기도 하시더군요. 저도 사실 쪼금 울었어요. 책도 정말 좋습니다. 저는 책을 먼저 봤기에, 이안감독이란 말만 듣고 바로 예매했죠. 실망하지 않으실거에요. ...",7105021,홍이(meno****),2013.01.12 12:09,0,0
10,굳;;,7105031,7773****,2013.01.12 12:12,0,0
10,정말재밌게봤어요. 좀 지루한면도있었지만 화면 하나하나가 너무멋있고 감동적이었습니다.,7105056,keri****,2013.01.12 12:17,0,0
9,343453463463ㅅㄱ,7105065,레닌(lara****),2013.01.12 12:21,0,0
10,하나의 사람 두가지의 모습과 두 이야기.,7105090,콩(thek****),2013.01.12 12:27,0,0
8,"초반에 조금 지루한면이 있지만,, 정말 이쁜 영화,, :))",7105141,jjud****,2013.01.12 12:39,0,0
9,꿈꾸는 듯 하지만 심오한 영화,7105153,초록세상(myro****),2013.01.12 12:43,0,0
10,철학적이고 보고나서도 계속 생각하게 하는 영화,7105163,욘욘(apri****),2013.01.12 12:45,0,0
1,잇자나 그냥..좀그래..재미없어..결말은 ..좀그래..,7105175,카페테러(ii74****),2013.01.12 12:47,0,2
10,너무 사랑스런 동화한편을 재밌게 보고 온 기분이다,7105266,cm92****,2013.01.12 13:18,0,0
1,종교적인 색깔을 좋아하시는 분이시라면 한번 볼만할 듯..하지만 종교적인 메세지 그닥이라면.. 이영화는 딱 파이(3.14~~)정도..평균 3점대의 영화..2시간동안 주인공의 이야기를 소설가와 관객이 계속 들어야 하는8...,7105267,바람언덕(fine****),2013.01.12 13:18,0,2
10,"마지막 반전 , 영상미 모두 최고다 IMAX 3D 로봐라",7105270,바단롤(wlst****),2013.01.12 13:20,0,0
10,너무 재미있고 감동적이고 신기한 이야기에요.,7105285,drag****,2013.01.12 13:23,0,0
1,결말이 짜증나서 찾아봤더니 실화도 아니었다. 호랑이와 생존한사람은 없다. 사기당했네...,7105293,plur****,2013.01.12 13:25,0,3
10,평점 안좋은애들은 다 그냥 디지털로 본거냐 ㅡㅡ  볼라면  3D IMAX로 꼭 봐라 돈 안아깝다 진짜 영상미 최고다!! 스토리도 재밌다 여튼 볼라면 3D IMAX로 봐라,7105313,dnjs****,2013.01.12 13:30,0,0
9,결말이 찝찝하면 평점이 1점이라니 ㅡㅡ ㅋㅋㅋ저 결말이 앞 이야기와 얼마나 연관성있고저렇게 짜는게 얼마나 어려운지 알면 그런말 못하지결말타령하는분들 함써보아요,7105322,rnrd****,2013.01.12 13:33,0,0
10,아픈이야기 파리대왕이 생각난다 ㅠ ㅠ,7105344,hopa****,2013.01.12 13:38,0,0
10,있을 수 없는 이야기지만 감성적이고 이성적으로 잘 풀어냄.IMAX로 봐서 그런지 완전 몰입해서 봤는데 같이 배멀미 났다는건 함정.아뭏튼 영화관가서 보는 영화.,7105364,선샤워(pcem****),2013.01.12 13:44,0,0
7,너무 기대한건가? 감동보다는 살기위한 소년의 인생역정드라마정도...,7105374,pipo****,2013.01.12 13:46,0,0
1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 별로였음ㅋㅋㅋ영상이 예쁘기만하고  스토리가 너무 뻔한 그저그런영화,7105464,누날(happ****),2013.01.12 14:08,0,2
10,굿,7105466,s_tv****,2013.01.12 14:08,0,0
1,이게 재미있어다고?????????????????????????? 김씨표류기 수준이다,7105551,Nightmare(ehdd****),2013.01.12 14:29,0,2
9,감동적이었다. 특히 바나나보트를 타고 건너온 오랑우탄을 '엄마'라고 묘사해서 인상깊은 장면이었다. 주인공은 어쩌면 호랑이가 없었으면 스스로 목숨을 끊었을지도 모르고 살고자 하는 의지가 약해져 죽음을 맞...,7105578,hyun****,2013.01.12 14:36,0,0
10,너무좋았어요 (:,7105588,elep****,2013.01.12 14:40,0,0
10,"호불호가 분명하게 가려질 영화다. 원래 액션이나 스릴러 좋아하시는 분들에게는 비추천이다. 철학적이고 영화의 구성이나 이야기 안에 많은 뜻이 내포되어있는 영화다, 보는 내내 좋았음. 그리고 영화의 이야기는 자신이 당한...",7105594,FREE(pan0****),2013.01.12 14:41,0,0
10,너무 재미있고 즐거웠고 조금 무섭기도 했지만 너무 좋은 영화같아요^^,7105602,jaju****,2013.01.12 14:43,0,0
10,오오! 재밌당 볼거리가 있어요 ㅎㅎ,7105629,feel****,2013.01.12 14:50,0,0
10,최근본영화중 최고.철학적메시지를 담고있지만영상도너무아름답고 웅장한영화,7105645,enna****,2013.01.12 14:55,0,0
10,믿음에대해 생각하게되는 영화였네요.최고였습니다.,7105675,woni****,2013.01.12 15:08,0,0
10,최고의 영화!!!!!! 대작입니다ㅠㅠ 굿굿,7105693,gr98****,2013.01.12 15:16,0,0
10,와ㅠㅠ정말최고,7105750,glas****,2013.01.12 15:38,0,0
10,정말 잘 봤습니다!!,7105773,래크(wlgy****),2013.01.12 15:48,0,0
10,"영화는 기대한만큼 허무했다. 내용이 없었으며, 이렇다 저렇다한 애매한 감동이 성가시게 했다. 하지만 평점을 10점줄만한 이유는 오로지 한가지다. 3D기법을 가장 잘 사용한거 같으며, 너무나도 아름다운 배경은 두시간내...",7105779,웰턴(jade****),2013.01.12 15:50,0,0
10,감동백배,7105792,kimd****,2013.01.12 15:55,0,0
5,"대체 밑에분들 무엇이 감동했다는건지 이해가 안되네요? ,영화보면서 지루했어요. 이영화는 딱 5점짜리 영화라고 생각합니다. 그래도 보여지는 영상미 하나는 최고라고 생각듭니다.",7105795,luck****,2013.01.12 15:57,0,0
10,흠 잡을데가 없네요 영화가 끝나고 긴여운때문인지 영화의 의미를 계속 곱씹어보게 되네요,7105810,MoooonRB(chae****),2013.01.12 16:01,0,0
10,"감동 못받은분들은 끝까지 반전도 눈치못챈 바보입니다. 호랑이(파이자신), 오랑우탄(엄마), 얼룩말(뷸교신자 일본인), 하이에나(프랑스요리사) 를   포장해 종교의 허상을 빗대어 이야기를 풀어나간 주인공의  생존살인을...",7105842,deni****,2013.01.12 16:10,0,0
10,영화를보고 리뷰들을 보니...10점짜리영화라는걸 확실히느끼게됬네요 사실아무생각없이봤었는데도 괜찮다고 생각한 영화였는데 진짜줄거리나 반전들을 찾아보니 소름이...,7105872,ysr0****,2013.01.12 16:19,0,0
10,처음에는 재미없을것 같았는데..넘~넘~ 재미있어요~ 강추!!,7105889,강관말뚝(bski****),2013.01.12 16:26,0,0
10,진짜 최고의 영화입니다. 감동과 반전을 못 찾은 분들께서는 식인섬이 뭔지 이해해보려고 하세요.,7105920,chlc****,2013.01.12 16:35,0,0
10,3d로 보았는데 영상미나 스토리나 음악이나 뭐 하나 빠지는게 없음 개인적으로 최근 본 영화중 가장 재미있음 그담이 레미제라블 그리고 클라우드 아틀라스는 진짜 보지마라 욕 나온다!!,7105940,allf****,2013.01.12 16:40,0,0
10,꼭3d로 보세요. 개 재밌습니다,7105979,nort****,2013.01.12 16:47,0,0
9,기술력의 한계는 어디까지인가싶다 자연앞에서의 두려움과 감탄..하지만 항상 마지막엔 신의존재가 튀어나와서 좀 아쉬운듯하다,7106087,ange****,2013.01.12 17:18,0,0
10,의미가  많은 영화인것 같고 cg의  기술력의 끝을보여주는것 같다. 보는 내내 cg라는 생각도 않고 봤는데...배경의 대다수가 cg라니...,7106099,허니티(sang****),2013.01.12 17:21,0,0
8,"재미있고 감동스럽긴 한데, 저처럼 이해력이 딸리시는 분들은 약간 불편할듯...그리고 내내 놀라는 장면이 많아서 공포영화인 줄 알았음...재미있긴 한데 2퍼 센트 부족한듯???해서 8점 줌",7106118,lja8888(tita****),2013.01.12 17:34,0,0
10,이안 고맙습니다,7106124,alle****,2013.01.12 17:36,0,0
10,말이필요없다 정말 멋지다 다시한번보고 의미를 생각해보고싶다,7106147,1001****,2013.01.12 17:43,0,0
8,반전이있는 블록버스터다큐멘터리,7106171,yupg****,2013.01.12 17:52,0,0
6,지루함,7106222,gytn****,2013.01.12 18:09,0,0
9,인간과 신. 그리고 삶에 대해 생각하게 되는 영화였습니다.  강추!!!,7106328,gaho****,2013.01.12 18:57,0,0
10,"단순히 눈이 즐거운게 아니라, 맹신적인 종교를 비판하고 우리 내면의 도덕에 대해 깊이 생각해보게 한다.",7106363,kimj****,2013.01.12 19:12,0,0
10,"세상에, 이 모든 것이 다 구라라니...호랑이도 얼룩말도, 고릴라도 모두 타인에 빗댄 것들....",7106429,큐베레이(qube****),2013.01.12 19:39,0,0
1,진짜 내생에 최악의 영화였다ㅡㅡ 밑에 다 알바글들임 낚이지마셈 개재미없음ㅋㅋㅋㅋ 관객들표정도 이건뭐지...라는느낌 보면후회함,7106503,kwon****,2013.01.12 20:06,0,2
9,관객을 한층 성숙해지게 하는 영화. 어메이징한 컴퓨터그래픽은 덤.,7106517,don0****,2013.01.12 20:10,0,0
10,종교에 관해서 많은 생각을 하게하는 영화. 눈도 호강했다.그냥 생존 표류기라고 생각한다면 그냥 리뷰나 보고 와라는 생각이 든다.그냥 볼때 결말때문에 멍 했지만 그게 내가 생각하게 된 이유. 리뷰 보고 보는걸 추천하는...,7106543,술탄(wngh****),2013.01.12 20:17,0,0
10,오랫만에 아바타 이후로 재밌는 3D봤습니다 파도타는부분이 롤러코스터 타는기분!!  3D로 보시길 추천해요~^^,7106569,3028****,2013.01.12 20:25,0,0
10,결말이 충격적이고 신선했다..! 나에게는 최고의 영화였다. 영상미도 뛰어나고 결말이주는 교훈(?)이 인간의 의식과 본성에 대한 고찰을 하게 해줌.. 생각하는 영화이니 흔한 헐리웃 영화 기대했다면  보지말것.,7106581,inn4****,2013.01.12 20:29,0,0
10,3D로보니까진짜재밌어요♥♥♥,7106624,dpfl****,2013.01.12 20:46,0,0
10,최고다 이안감독은 천재,7106674,글쎄(govl****),2013.01.12 20:59,0,0
10,생각보다 훨씬 재밋고 감동이 있네요요즘 국내영화에 밀려 외국 영화가힘을 못쓰는데 아주 볼만하네요특히 3D화면이 아주 굿~~,7106678,toyc****,2013.01.12 20:59,0,0
10,완젼 짱ㄷㄷ,7106699,wooo****,2013.01.12 21:04,0,0
10,이런영화를 이해못하면 영화보지말고 만화책이나 봐라 한국영화도 이런거 제작해서 전세계 개봉좀해봐라 국내에 서 돈벌려고 수작부리지말고,7106702,soek****,2013.01.12 21:05,0,0
9,몬가 신비롭고 교훈을 주는 영화 입니다@_@,7106736,hyb9****,2013.01.12 21:14,0,0
2,흐음...원작 소설 본 사람으로써 솔직히 엉망임다. 책 볼때 느꼇던 여운이나 이런 건 없고 정신이 반 쯤 나간 파이의 생존투쟁기같은 느낌??정말 대실망이에요 같이간 사람도 별로라고 하고...호랑이가 귀여워서 이점 드...,7106747,high****,2013.01.12 21:16,0,0
10,이 영화는 솔직히 아무것도 필요없고 잔잔한 감동과 아름다운 배경이 모든 것을 커버한다. 3D는 진짜 이 영화가 쩌는 듯?! 자연 그대로의 아름다움을 보여줘서 나는 오히려 아바타보다 좋았음. 그리고  주인공도 순수한 ...,7106754,피카츄(m0mv****),2013.01.12 21:18,0,0
1,이런 내용도 없고 쓰레기 같은 영화,7106783,knig****,2013.01.12 21:27,0,2
10,쓰리디로볼껄진짜아숩다 강추,7106805,crou****,2013.01.12 21:34,0,0
9,시각적 효과로 충분히 매력있는 아름다운 영화에요 ㅋㅋㅋ정말 재미있네요,7106807,스웜프(wowo****),2013.01.12 21:34,0,0
10,굳,7106821,tnrn****,2013.01.12 21:38,0,0
10,정말최고입니다~~~!!!!!!!!,7106829,yann****,2013.01.12 21:40,0,0
6,개봉한날에 3d로 봤었는데 호불호가 확실한 영화 갠적으로는 지루했음,7106842,블라블라(lolo****),2013.01.12 21:42,0,0
9,최고임 이영화 별로란사람들 대가리가 얼마나 비었으면...,7106860,hong****,2013.01.12 21:46,0,0
10,"바다위 작은배에서 소년 1명, 호랑이 한마리로 이렇게 사람을 몰입하게 만들다니 놀라운 연출력입니다. 정말 푹 빠져서 시간가는줄 모르고 봤네요.이안 감독 작품중 최고!! 3D로 봐도 돈 아깝지않아요^^",7106874,쭈구리(sele****),2013.01.12 21:49,0,0
10,최고~!!!,7106895,wjs8****,2013.01.12 21:53,0,0
10,"타워,박수건달 보지말고 이거봐라. 진짜 네이버 평점은 믿응만한게 못됨",7106910,dkss****,2013.01.12 21:55,0,0
10,이게 바로 10점 영화... 말이 필요없다 ㄷ ㄷ ㄷ,7106959,egg1****,2013.01.12 22:02,0,0
10,최고의 영화!!!!!!!!!!!!!  더이상의 설명이 필요 없다.,7107041,김치김밥(gips****),2013.01.12 22:22,0,0
10,영상미와 스토리가 함께한 영화,7107053,씰리카겔(skyb****),2013.01.12 22:24,0,0
8,영상은 볼만하고 약간 루즈함 메시지가 없음,7107080,doct****,2013.01.12 22:30,0,0
10,한폭의 동화같은 영상뒤에 숨겨진 견고하고 날카로운 의미와 해석..,7107115,연공(fltn****),2013.01.12 22:39,0,0
1,140자 글자평에 완전 속고 본 영화....대체 멀 말하고 시픈건지..,7107175,thin****,2013.01.12 22:51,0,2
9,천재임... 나중에 의미를 알고나니..완전 오싹..,7107182,Namicong(free****),2013.01.12 22:51,0,0
10,책으로 상상한것 이상의 영상에 넋이나간다면 진정 이영화가 전하는 메시지를 놓칠것이다 종교 이성 그리고 믿음에대해 냉철하게 관찰스하라 어떤이야기를 믿을지는 그대의 몫..,7107201,slee****,2013.01.12 22:57,0,0
10,영화란 무엇인가를 보여준다. 스크린을 통해 새로운 세계를 보여주는..,7107237,새출발(tabl****),2013.01.12 23:05,0,0
9,후덜덜,7107238,유유유윤(sjrn****),2013.01.12 23:05,0,0
9,위대한 영상미를 보여준 위대한 감독...,7107251,고스트(ghos****),2013.01.12 23:08,0,0
10,말이 필요 없다 최고다,7107253,yeju****,2013.01.12 23:09,0,0
10,영화를 보고난후 먼 항해를 떠났다온것같은 피곤함이.. 그만큼 몰입되고 너무나 환상적이었던!! 이제 이안감독 영화는 믿고보겠네요,7107281,비틀쥬스(ruro****),2013.01.12 23:14,0,0
10,별로 기대안하고 봤는데 재밌네요!,7107307,ip12****,2013.01.12 23:19,0,0
10,이영화에 메시지가없다니 무식은 죄.,7107334,bamb****,2013.01.12 23:25,0,0
9,너무 재미있었습니다.극장 3D로 봐야 더 재미있을듯...또보고 싶네요..반전도있구요~!,7107349,gobs****,2013.01.12 23:29,0,0
10,재미있게 봤어요 생각하게 하는 것들도 많앗네요,7107354,adhh****,2013.01.12 23:30,0,0
8,아름다운 영상 심해공포증은 다소 주의,7107366,yook****,2013.01.12 23:34,0,0
1,평점이좋아서방금보고왔는데 10점은좀아닌듯..7.5점정도?? 지루한면도다소있고 3d도 그닥;;,7107396,sona****,2013.01.12 23:39,0,2
10,보는내내입이안자물어지는작품 3D로보는걸추천 눈이아플정도록 색이화려하다,7107407,dudt****,2013.01.12 23:41,0,0
10,과연 선박회사 사람들에게 한이야기가 실제일까요? 리처드파커와 함께한 이야기가 실제일까요? ㅎㅎㅎㅎ 사람들은 현실적인 것만 믿으려 한다는 부분...종교란 것도 같다는 그부분을 꼬집고 있습니다. 믿음이라는것은 그런것이라...,7107441,DKstyle(desi****),2013.01.12 23:46,0,0
9,이안 감독은 이야기 꾼이다. 그의 다른 작품들도 살펴볼 차례 ! 새해 시작을 유쾌하게 할 수 있는 영화로 강추합니다.,7107524,enem****,2013.01.13 00:04,0,0
10,굿,7107539,shk3****,2013.01.13 00:06,0,0
10,오늘보고 왔는데 그냥보세요 제대로 힐링되는 기분이에요,7107545,wkd4****,2013.01.13 00:08,0,0
8,영화에서 전달하려는 메시지가 나에게 큰 충격으로 다가왔다. 다소 이해하기엔 어렵고 또 동의할수 없는 부분들도 많았지만 그래도 진실은 아름답다라는 사실을 깨닫게해준 영화임. 그리고 CG가 실감나게 잘 만들어진 것 같다...,7107564,jh17****,2013.01.13 00:10,0,0
10,환상을 표출하다.,7107591,제의(just****),2013.01.13 00:17,0,0
9,CG짱! 영상으로 보는 재미가 있고 나중 후반에 충격! 너무 기대안해서 그런지 최고였습니다,7107614,jinj****,2013.01.13 00:23,0,0
8,잘 봤습니다!,7107631,홍홍(basa****),2013.01.13 00:28,0,0
10,영상미만 기대하고 본 영화인데 스토리도 아주 좋았습니다.,7107694,헤헤히히(hehe****),2013.01.13 00:43,0,0
5,CG는 인정함 그러나 스토리가 약함 약간 지루함도 있었음 대체로 잔잔하고 조용함,7107719,우스(rius****),2013.01.13 00:48,0,0
10,최고였습니다!3D로 봤는데 표값이 아깝지 않았고 못 본 지인들과 또 보ㅏ도 좋을 영화예요!,7107733,럭키걸(luck****),2013.01.13 00:52,0,0
10,오늘 아이맥스로 보고왔는데.. 정말 너무도 환상적임... 너무도 아름답고 매력적인 영화임..,7107758,스기하라(bati****),2013.01.13 00:58,0,0
10,남편이 책 재밌게 읽었다고 해서 큰 기대 없이 갔는데 넘 재밌게 본 영화,7107768,yube****,2013.01.13 01:01,0,0
10,굿!! 영화관에서 볼만함. 매우,7107785,0357****,2013.01.13 01:06,0,0
10,아름다운 영상미에 마지막 반전도 대박!,7107831,rei2****,2013.01.13 01:18,0,0
10,"영화평을 보니 호불호가 확실히 나뉘는 영화긴 한데, 저는 정말 재미있게 봤습니다! 워낙 동물을 좋아하는 것도 있지만, 색감이 너무 예쁜 영화여서 좋았던 것 같습니다! 4D로 다시 한 번 보고 싶은 영화입니다! ^^",7107851,khe4****,2013.01.13 01:24,0,0
10,영상미는 두말 할 것도 없고 나는 이처럼 종교적 '사상'을 비 종교인도 공감할 수 있도록 풀어낸 영화를 본적이 없다. '동물'이라는 매개를 통한 전위적이고 전우주적인 이 시대의 걸작,7107949,조 율(choc****),2013.01.13 01:40,0,0
