score,text,idx,user,written_at,agree,disagree
10,스토리도 좋았고 특히 영상미는 대박이었다. 3D로보니 정말 황홀했음ㅠㅠ 퐌타스틱!!!,7295802,ㅅㅜㅇㅕㅇ(yhj4****),2013.02.24 00:54,0,0
10,"단순한 오락물이 아니었다. 그래. 정말 위대한 이야기이다. 하지만 단순한 오락물로 관람해도 충분히 매력있는 영화이다. -바다 한 복판에 떨어진 소년과 뱅갈호랑이. 바다에서 일어날 수 있는 모든, 혹은 그 이상의 일들...",7295901,rlfe****,2013.02.24 01:15,0,0
10,벵갈호랑이=본능  파이=이성    결국 둘은 하나였을지도... 당신이 믿는 스토리가 진실입니다.,7295982,이 센스(insi****),2013.02.24 01:35,0,0
10,영상미에 반하고 파이가 들려 주는 믿음에 대해 두번 반했다,7296208,yellOdog(yell****),2013.02.24 02:47,0,0
9,오오미,7296366,newl****,2013.02.24 04:07,0,0
10,짱좋고짯잼써요,7296737,tnql****,2013.02.24 11:12,0,0
10,신은 결과를 지어주시고 그 결과에 도달하기까지는 인간의 노력에 달렸다.,7297443,angelinus(rlaw****),2013.02.24 15:09,0,0
7,그닥... 영상미는 훌륭하다 3D로 봐야만 알거같다. 전반부 1/3 불필요한 이야기로 루저해졌고 마지막이 아쉽다. 반전에 반전을 줬다면 영화가 더 흥미롭게 남을수 있었는데.. 호랑이가 마지막에 진짜로 나왔더라면 ?ㅎ...,7297581,쿠루겔(kuru****),2013.02.24 15:52,0,0
2,에라이 초반엔 신 얘기만하지 후반엔 지루한 원피스같은 모험이 나온다 인도영어발음짱이엿다이런 쓰레기영화,7297749,ckal****,2013.02.24 16:57,0,1
10,영화가 끝나면서 시작된 영화. 그 잔상이 오래남는다,7298200,찬이(gfp1****),2013.02.24 19:40,0,0
10,강추. 영상미도 훌륭하고 여운이 많이 남는 철학적 영화,7298338,isso****,2013.02.24 20:19,0,0
9,"자연과 하나가 된 듯한 리얼리티, 황홀함",7298402,dudd****,2013.02.24 20:38,0,0
10,"영화 내용중 대부분이 남자 한명과 호랑이밖에 안나온다. 또한 뻔한 스토리임에도 영상은 그 빈공간을 쉴세없이 메워주고, 가볍게 지나간 장면과 가볍게 뱉은 대사들이 극의 끝으로 갈수록 거대한 폭풍이 되어 몰아친다. 본능...",7298412,박스(cjc9****),2013.02.24 20:39,0,0
8,진짜 그런일이 있었던것처럼.. 나를 믿게 하는 영화,7298428,sky0****,2013.02.24 20:43,0,0
10,최고~ ^^,7298528,화창상쾌(bono****),2013.02.24 21:07,0,0
10,굳^^,7299145,아이스(benn****),2013.02.24 23:35,0,0
10,영상미만 놓고봐도 이건!!,7299279,박기태(rlxo****),2013.02.25 00:10,0,0
3,영상미는 굉장히 훌륭함..색채가 너무 이쁨.호랑이도 귀엽고..호랑이와 아슬아슬한 배위 생활도 굉장히 좋았음. 그런데 너무 은유적인 표현과 사람에 따라 다르게 해석할 수 있는 정해지지 않은 애매한 결말이 좀 별로였음....,7299352,종달새(nata****),2013.02.25 00:29,0,0
9,영상미와 자연의 신비로움과 그 속에서 인간의 투쟁을 볼 수 있어서 좋았다.,7299446,곰돌이마스터(conp****),2013.02.25 00:49,0,0
10,별점을 몇점 주든 상관할 바는 아닌데...이해들은 하고 평점 다는거지?? 호랑이랑 알콩달콩 아름다운 우정영화라 생각하는 사람들은 영화를 보다 말았나....,7299832,hj75****,2013.02.25 02:55,0,0
10,완전 기대하고 봤는데 오랜만에 실망감주지않은 영화네~,7299834,zxcd****,2013.02.25 02:56,0,0
10,굉장히 좋았습니다. 주연들의 연기도 굉장히 좋았고 결말도 저는 마음에 들더군요. 해석해놓은걸 보니 한번 더 소름이 끼쳤는데 전 그냥 제가 원하는 결말로 믿고 싶군요^^ (제겐) 올해  최고의 영화가 될 것 같아요.,7300513,Gemma Ward(jbok****),2013.02.25 11:54,0,0
10,있는 그대로도 좋은영화 지만 ..저에겐 .. 인생이란 바다위에 표류하며  본능과 이성 사이에서 항상 갈등하게 되는 인간의 이야기로 다가와서 더욱 좋네요 ...또 영화의 감춰진 이야기와 실화등등 ..정말 엄청난 영화가...,7300555,새는들후(as12****),2013.02.25 12:06,0,0
10,이런 영화를 놓치지 않아서 다행이란 생각이 들 정도였습니다.,7300598,클리어(poll****),2013.02.25 12:22,0,0
10,완벽,7300778,twim****,2013.02.25 13:14,0,0
10,굳,7300801,dlal****,2013.02.25 13:22,0,0
10,진짜 너무너무 잼나게본영화네요. 영화관에서 못본게.. 후회되는영화ㅠ,7300806,heym****,2013.02.25 13:25,0,0
10,최고 의영화,7300839,chl6****,2013.02.25 13:37,0,0
10,대박임,7300866,소금수박(ksyj****),2013.02.25 13:45,0,0
10,정말재밌게봤어요 항상흥미롭고 신기해요,7300876,kne0****,2013.02.25 13:50,0,0
10,완전 추천!!짱 재밌게 봤어요ㅎ,7300903,euji****,2013.02.25 13:58,0,0
10,진짜 추천이요 ㅎㅎ 완전 재미있어서 2번봤네요,7300974,포도쟁이(shs7****),2013.02.25 14:20,0,0
10,아무 생각도 없이 어떤 영환지도 모르고 그저 보러가자고 해서 따라가서 보고온 영화. 보고나서 공포심이 느껴진건 왜일까..내용을 빼고 영상미 만으로도 충분히 가치있는 영화.결국 2d로본거 아쉬워서 3d로 다시 보러갔다...,7300990,귀찮아(skar****),2013.02.25 14:23,0,0
10,영상미가 진짜 최고다 영상이 이뻐요 기대하고 봤는데 실망시키지 않네요 게다가 열린결말도 굿,7301429,ksb8****,2013.02.25 16:53,0,0
10,영상이 너무 아름다운 영화엿다.  보는 눈도 즐겁고 내용도 재미있었다,7301476,ㅡㅡㅋ(bbbb****),2013.02.25 17:08,0,0
10,심심해서 오빠랑 같이 영화관 가서 봤는데.. 별 기대를 안해서 그런지 완전 재밌었어요^^,7301714,Yoon Ji(yoon****),2013.02.25 18:25,0,0
10,"관람후에 이렇게 많은생각,또 큰 쇼크를 받은영화는 처음이었다.지금까지 내가본,어쩌면 내인생 최고의영화",7301951,lehh****,2013.02.25 20:05,0,0
9,"초반에 약간 지루한 감이 있는데 갈수록 빠져든다..아름다운 배경,충격적인 이야기...",7302022,멋쟁이(gsm9****),2013.02.25 20:29,0,0
9,정말재밌네요. 마지막 반전이 계속 머리에 남는 영화,7302134,vms1****,2013.02.25 20:58,0,0
10,최고다,7303240,bres****,2013.02.26 03:06,0,0
10,"내 인생 최고의 영화스토리, 영상미, 어느하나 빠트리지 않고 반전으로 인한 여운까지 진하다",7303377,9011****,2013.02.26 04:31,0,0
9,완벽한영화 다만 나는 모든걸이해할순없었음,7303526,나흐나흐(coga****),2013.02.26 08:26,0,0
9,우리에게 신화가 필요한 이유...삶이란 때론 너무 끔찍하거든,7303631,주둥이(fire****),2013.02.26 09:54,0,0
10,보통 영화의 소재가 독특하면 뜬구름 잡는식이 많은데 이 영화는  그것도 아니다!! 최고!!,7303940,반에서혼자퉤니빠ㅠㅠ(kaas****),2013.02.26 12:58,0,0
10,진짜 영화의 참맛을 원하는 분들께 강력추천입니다... 생각하면서 보는거 좋아하시는 분들은 소름돋을듯....ㄷㄷ,7304294,액터(spar****),2013.02.26 15:44,0,0
10,멋지다.,7304334,love****,2013.02.26 16:07,0,0
9,화면도 너무 예쁘고 해석하기 나름의 최고 영화 !!,7304394,하빡구(zlzl****),2013.02.26 16:32,0,0
10,정말 어떻게 이런 영화를 만들 수 있는지.. 생애 최고의 영화 중 하나다.,7304531,jini****,2013.02.26 17:38,0,0
9,심오하다...,7304648,몽키소년(mrpa****),2013.02.26 18:27,0,0
7,음... 뭔가 지루해요,7304792,환탱(hwan****),2013.02.26 19:33,0,0
10,최고..,7304829,jare****,2013.02.26 19:51,0,0
1,쓰레기 영화임....초반에 지도 나오는데 일본해로 표기되어있음.,7304869,펑키(the_****),2013.02.26 20:08,8,9
10,영상미가 좋아요. 내용은 뭐.. 너무 어렵구요,7305005,dong****,2013.02.26 21:10,0,0
9,"동화같은 내용의 영화를 생각했는데, 냉혹하고 잔인한 현실을 동화같은 영상으로 그려낸 영화.",7305026,gett****,2013.02.26 21:19,0,0
1,재미없어,7305052,팽(ab15****),2013.02.26 21:32,5,9
8,SF를 현실감 있게 만들어준 결말.결말이 몰입감을 더해주었다.,7305100,국태지(psyc****),2013.02.26 21:48,0,0
7,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이건 SF가아니라 이런건 판타지 어드벤쳐라고하는거야 바보야 ㅋㅋ,7305171,68sj****,2013.02.26 22:13,0,0
1,영상미가 좋으면 뭐해 지루해 잼없어 돈이 아깝다. 좋은 영화는 보는 내내 지루함이 없어야지. 그냥 쓰레기 영화,7305224,yhan****,2013.02.26 22:34,4,8
10,나도 호랑이 이야기가 더 좋다.,7306170,wfy0****,2013.02.27 06:20,0,0
7,옛다! 7점   -1 종교얘기  -1 느끼한 대사  -1 일본해 표기,7306176,비과세(wein****),2013.02.27 06:39,0,0
8,결국 끔찍했던 이야기는 영상미와 동물들의 비유로 아름답게 포장되었다,7306205,유학(sinb****),2013.02.27 08:04,0,0
10,BRAVO !!!,7306206,STRONG ENDING(wann****),2013.02.27 08:06,0,0
9,훌륭한 영상미와 신에 대한 해석 모든 게 완벽하지만 연기력은 별로였다,7306836,kano****,2013.02.27 14:28,0,0
10,소오름,7307169,베루(veru****),2013.02.27 16:44,0,0
9,황홀한 영상 씬속으로 빨려들어가게 만드는 연출력,7307273,정지호입니다(craf****),2013.02.27 17:42,0,0
10,기대안했는데 생각보다 재밌었음 이제까지 본 4d영화중 최고 !!!긴장감도 있고 지루하지도 않던데..호랭이가 놀래킬때마다 어찌나 놀랬던지...ㄷㄷ 영화에대해 모르고 봐서 단순한 스토리라 생각했는데 뒤늦게 반전을 알고나...,7307359,만두다오(tets****),2013.02.27 18:17,0,0
10,영화의 후반부에 미어켓 섬의 풀샷을 유심히 보길 바란다. 난 이부분에서 전율을 느꼈다.,7307468,zooc****,2013.02.27 19:06,0,0
10,"화려한 색채감,영상미 영화로 보는 예술 스토리따지기전에 연출로도 8점은 먹여줌",7307764,감정풍부(xown****),2013.02.27 21:06,0,0
10,"라이프 오브 파이...아 이건 진짜 영상미뿐만아니라영화의 전체적인 의미가 뛰어나는듯진짜 한 두번은 봐야 ""아 이게 이래서!!""할꺼같다.이 영화는 한편이 아니다 진짜 두편ㅋㅋㅋ정말 이안 감독은 천재입니다.",7307917,crus****,2013.02.27 22:10,0,0
10,리차드파커 호랭이도 배운데 왜 배역에 없지???마지막에  뒤도 돌아 보지 않고 가는 리차드파커의 모습에  아!!하고  모든게 이해 되었습니다.리차드파커에게 한 수 배웠습니다.아름다워요.이영화는.,7308225,PLANER(ramp****),2013.02.27 23:56,0,0
10,역시 이안 감독.,7308380,오(es75****),2013.02.28 00:39,0,0
10,정말.... 대박입니다.,7308414,모오리돌(sol5****),2013.02.28 00:53,0,0
9,해석을 보고나니 심오하네요...,7308609,멜츄(merc****),2013.02.28 01:58,0,0
1,"최악입니다....아무리 영화지만 바다한가운데 난파되었으며  주인공이 살도 빠지고 , 쉬염도 기르고, 머리도 엄청길어져서 조난당한 사람 처럼 보여야 하는데...이건 뭐 면도도  돼있고,  살도통통쪘고...험 꽝임..",7309038,아싸라뵤(sfno****),2013.02.28 08:58,5,10
8,괜찮음ㅇㅇ,7309442,perf****,2013.02.28 12:00,0,0
10,엄청남,7309476,오예스(pppp****),2013.02.28 12:15,0,0
1,재미  드럽게  없네.,7309852,나(leeb****),2013.02.28 14:46,4,11
1,욕나오는 영화,7309983,하루(haha****),2013.02.28 15:16,5,9
10,재미없으면 재미없음으로 넘어가지 재미있게 보는사람 기분망침????,7310115,다은러걸브대성(da_g****),2013.02.28 15:51,0,0
7,지각하지 못하는 영혼의 세계와 꿈에서 조차 만나기 싫은 현실이 조화된 판타지 영화. 리처드 파커는 힘든 여정에서 힘이 되어준 동반자였을까 아니면 살아남기 위해 발버둥 치는 이성의 탈을 쓴 호랑이였을까. 판단은 살아남...,7310116,oowo****,2013.02.28 15:51,0,0
10,영상미 최고.. 3D나 4D로 못봐서 너무아쉬운영화..,7310464,리코지(lila****),2013.02.28 17:32,0,0
10,탄성을 자아내는 자연경관의 아름다움! 아름답다.,7310468,plui****,2013.02.28 17:34,0,0
10,작품상을 못받았다는게 못믿겨지는영화,7310690,fpzk****,2013.02.28 18:48,0,0
10,말이 필요없네. 최고임,7310691,chod****,2013.02.28 18:48,0,0
10,good.최고였다.,7310804,흑형(cjdf****),2013.02.28 19:20,0,0
10,진짜 좋았어요,7310879,베어링(soos****),2013.02.28 19:52,0,0
8,"스토리는 잔잔, 영상은 최고였다 3D로 꼭 봐야하는데 우리집은 그게 아니라서 아쉬웠다.",7311543,제랄드(ctx2****),2013.02.28 23:11,0,0
10,최고였습니다..정말감동적이고 재미었습니다.,7311963,휴먼(flos****),2013.03.01 00:40,0,0
10,"삶에 대한 용기, 진실에 대한 다른 해석. 그리고 진정으로 스토리가 담긴 3D 영화라는 점까지. 왜 아카데미가 이안 감독을 사랑하는지 알 수 있다.",7312885,한니발(king****),2013.03.01 08:04,0,0
8,처음에는 다소 지루한듯하나 영상만으로도 충분히 볼만함.,7313554,keco****,2013.03.01 13:11,0,0
9,철학적이고 종교적인 특유의 감성이 좋긴하나 배신감이 좀 들긴했음. 그래도 여타의 성장소설이나 비슷한 영화들과는 비교가 안될 정도로 신선한 소재였고 영상미도 뛰어났다. 정글로 들어가던 호랑이의 뒷모습이 짠하게 기억에 ...,7313815,이터니티(chyk****),2013.03.01 14:35,0,0
7,소설을 읽고는 영화를 보지 말아야겠다는 결심을 하게 해 주네요.,7314930,jumm****,2013.03.01 20:43,0,0
10,호랭이 우리 고양이 닮았어...ㅠㅠ,7315008,tao_****,2013.03.01 21:00,0,0
10,"재밌었고.. 결말이 싱숭생숭해서 찾아보게 되고, 거기에서 두번 놀라네요... 아무래도 영화를 몇번 더 봐야될거같아 ㅋ",7315267,마스터(kdeo****),2013.03.01 21:58,0,0
10,이영화를 영상만으로 본다는 사람은 뭔지.....해석을 보고 거기까지 도달하지 못한 내 깊이가 부끄러울 정도의 충격이었다....그리고 이영화는 적어도 3번정도는 봐야 말끔한 영화임...왜 상을 받았는지 알것같다.,7315330,티거(jung****),2013.03.01 22:15,0,0
10,"처음부터 끝까지 지루하지 않고, 뭔가를 계속 생각하게 만드는 영화네요. 메시지가 있어요 장면마다...영상미도 뛰어나고 최고예요!!!",7315458,supe****,2013.03.01 22:45,0,0
9,"단순한 파이의 탈출기 정도의 영화로 보면 큰오산, 3번만 보자 안보이던게 보인다 많은생각과 이안감독의재치를 느낀영화 이영화는 조금만 신경쓰면 보이는반전이 있다",7315680,ptjp****,2013.03.01 23:33,0,0
10,"보충빼고 조조로 라이프 오브 파이를 3d를 않봤더라면...엄청후회했을뻔, 정말 영상미에 홀린 영화는이 영화가처음입니다",7315716,wnl9****,2013.03.01 23:39,0,0
7,쉬우면서도 어렵고 어려우면서도 쉬운내용.......... 3D로 보지 않은 나에겐 아직어렵다 ㅋㅋㅋㅋㅋ,7316168,cray****,2013.03.02 01:02,0,0
6,너무 질질 끌지만.. 모르것다. 암튼 좋은 영환 아니여.,7316176,whs7****,2013.03.02 01:03,0,0
10,"와재밌다. 은근히 어려워서 해석을 봐야할것같지만, 아름다윤 자연과 실감나는 동물을 실컷 보는것만으로도 만족! 영적이고 종교적인 의미와 나자신과의 싸움을 그린 게 아닐까",7316709,jell****,2013.03.02 01:58,0,0
10,이안 감독이 뽑아내는 영상미의 끝을 볼 수 있다... 내용도 다시 한번 생각하게 되는 그런 영화... 감동적이다,7316729,극악(gkak****),2013.03.02 02:02,0,0
9,대박영화,7317157,gusd****,2013.03.02 05:19,0,0
10,아...아...아...대단한 영화다...,7317293,곰팅이(mncl****),2013.03.02 08:07,0,0
10,"보는 내내 와.....모험좋아하시고,자연의 아름다움을 감상하실줄 아는분께 정말 강추드립니다!",7317364,wjst****,2013.03.02 09:26,0,0
7,영상미는최고엿습니다그치만전이영화딱7점박에못줄듯..뭔가약간부족햇다,7317570,힝(dkse****),2013.03.02 11:14,0,0
10,아 이런 영화 좋다 영상미도 최고고 최근에 본 영화 중 가장 몰입도가 높았음,7317819,quff****,2013.03.02 12:39,0,0
10,진짜 마지막 반전이 소름돋는다... 초반에 약간 지루한 면을 빼면 괜찮은 영화ㅠㅠ,7317949,나연(lsm0****),2013.03.02 13:28,0,0
10,영화가 좋다,7317977,jkh0****,2013.03.02 13:40,0,0
10,최고의 영화,7318038,tla8****,2013.03.02 14:09,0,0
8,그냥 저는 캐스트어웨이의 다른 스토리 텔링으로 느껴졌네요.,7318307,텐마(tenm****),2013.03.02 15:41,0,0
9,단순 재난영화로 해석했다면 별 여덟개미만. 그러나 황홀한 영상미를 뒤로하여도 놀라운 반전과 모든 장면에 의미를 부여한 감독의 천재성에 깊은 여운을 느끼며 아키데미 감독상 수상이후의 더 좋은 작품을 기대해본다,7318512,hoom****,2013.03.02 17:08,0,0
9,단 하나의 반전으로 영화의 모든 장면에 의미를 부여한 감독을 높이 평가한다.,7318697,우너수리(choi****),2013.03.02 18:23,0,0
9,반전개쩐다 ㅋㅋㅋ단순한재난영화가아닌영상미가 멋진여운깊은작품..,7318824,에카(ghkd****),2013.03.02 19:20,0,0
10,영상미에 반전까지 굿,7318953,kjek****,2013.03.02 20:07,0,0
10,영상미 ㄷ ㅐ박 반전도대박,7319502,이슬기(ehsj****),2013.03.02 23:03,0,0
10,"영상미의 황홀함과 스토리의 먹먹함, 진한 감동, 그리고 놀라움까지 그 감흥이 아직 남아있음. 정말 ㅠㅠ 대단함. 이안.... ㅠㅠ",7319940,악틱(sumu****),2013.03.03 00:48,0,0
8,자연을 아주 신비롭고 아름답게 표현해서 보는내내 눈이 호강했고결말또한 한번더 생각하게해주는 세심함..괜찮은 영화다.근데 좀 지루한감이없지않아 있어서 8점,7320090,ekrc****,2013.03.03 01:26,0,0
10,짱이다 끝에 나는 반전이 왜케 맘이 이상하지ㅜㅜ,7320232,shin****,2013.03.03 02:17,0,0
9,"1시간 50분 동안 지켜봤던 진실과 10분동안 다른이의 입으로 해석된 픽션. 무엇을 선택하든 개인의 합리적인 해석에 의한 자유의지겠지.. 한가지 명심해야 할것은 ""의심은 믿음을 시험한다.""는 것",7320442,성난일인치(ssre****),2013.03.03 03:54,0,0
10,탄탄한 스토리와 복선까지!너무 재미있게 봤어요특히 리차드파커가 바다를 볼때 파이도 같이 보는데심해의 아름다운 부분이 최고!환상적 이었어요!가장 기억에 남을 만한 영화 같아요,7320544,dudn****,2013.03.03 06:11,0,0
10,짱,7320594,heaw****,2013.03.03 07:38,0,0
8,영상미 최고다..이런건 무조건 3D로,7320720,동안쟁이(love****),2013.03.03 09:53,0,0
10,결국 리처드(살아남기 위한 본능)없이는 종교신앙과 선한마음만으로(파이) 지독한 세상에서 살아남을수 없다는 메세지가 아니었을까 생각이 든다.,7320855,안윤뎅이(navi****),2013.03.03 11:25,0,0
10,"배경은 인도 남부지방 타일을 중심으로 나오는데 영화 도중에 타밀어가 종종 등장한다. 근데 관객들이 놀라는 사실은 그 타밀어가 한국어와 매우 유사하기 때문이다. 약 1600개의 단어가 한국어와 같으며 예로 엄마, 아빠...",7321263,teni****,2013.03.03 13:56,0,0
9,꼭 봐야할 영화이다.,7321427,토깽이(arch****),2013.03.03 15:01,0,0
10,아름다운 영상뒤에 숨겨진 잔혹한 현실. 마지막 엔딩을 받아들이지 않으려는 사람들도 많은듯,7321480,jsha****,2013.03.03 15:26,0,0
10,"아름다운 영상도 영상이지만, 개방적이어서 좋았다.",7321498,MJMJ(chlo****),2013.03.03 15:34,0,0
1,이안 섬짱깨가 만든 영화.일본해 표기가 참 우습다.,7321510,그때그날로(pouh****),2013.03.03 15:38,7,8
10,아름다운 영상속에 감춰진 잔인한 현실 결말은 소름이 돋는다,7321559,kftc****,2013.03.03 15:59,0,0
10,섬세한 영상미와 깊은 여운이 남는 영화. 이렇게 몰입해서 본 영화 오랜만,7321611,hjs8****,2013.03.03 16:19,0,0
10,근래에본영화중에 볼만했던 .. 판타지하면서도..감동도있고..뭔가 징한 이런느낌좋습니다 강추,7321766,bora****,2013.03.03 17:14,0,0
9,아카데미감독상 받을만한 연출,7321978,에지(oasi****),2013.03.03 19:11,0,0
8,신비로운 이야기,7322155,휘유휘유휘유(chaa****),2013.03.03 20:12,0,0
9,일단 봐라.,7322578,아(nav9****),2013.03.03 22:32,0,0
6,영상미 좋은 지루한 표류기,7322645,장박(hell****),2013.03.03 22:54,0,0
7,"""파이 이야기""원작의 강렬함과 감동은 따라 올수 없지만영상미 만은 말로 형용 할 수 없을 만큼 아름다웠다.",7323208,lady****,2013.03.04 01:34,0,0
9,작품상 받을만 하다고 느꼈음,7323419,블라디미르푸홀스(hitz****),2013.03.04 03:40,0,0
6,"내 수준으로는 힘들어 어느 한 평론가의 해석을 읽고 이해하게 됐는데, 이해한후에도 그닥 와 닿는건 없다.",7323469,오홍홍(0411****),2013.03.04 04:56,0,0
10,희망은 믿는 자에게만,7323593,뿌잉뿌잉(acbc****),2013.03.04 08:58,0,0
10,뉴에이지적인 사상이 있어 조금 그렇긴 했는데 아바타이후의 최고의 판타지였음.,7323594,hwc2****,2013.03.04 08:59,0,0
10,신에 관한 가장 매력적인 담론. 수려한 영상미와 플롯의 재미는 덤.,7323710,sooo****,2013.03.04 10:27,0,0
10,영화관에서 못본게 후회되네요.영상미에 감동까지 추천.,7323949,kyou****,2013.03.04 13:30,0,0
10,이런 영화 또 없다.,7323979,mete****,2013.03.04 13:46,0,0
10,"이건  꼭 영화관에서 보길, 영상미가 정말 너무 좋음.ㅜㅜ 의외에 반전 때문에 좀 오싹하기도 했지만, 10점주고 싶은 영화에요. 엄청 재밌거나, 재미 없을 때만 평점과 평을 남겼었는데, 앞으로는 다 작성해 봐야지.",7324047,moony(clov****),2013.03.04 14:38,0,0
10,당신은 어떤 이야기가 더 마음에 드시나요?,7324071,꽃미남(fero****),2013.03.04 14:52,0,0
8,97년 작 콘택트의 해양 버전,7324343,스페이드(spad****),2013.03.04 17:19,0,0
10,너무이쁜영화ㅡㅡㅡ,7324403,4525****,2013.03.04 17:48,0,0
8,약간은 지루한 면도 있었지만 화려한 영상와 사운드가 모든걸 덮어주는거 같다. 아카데미 촬영상 받을만한 영상미다. 귀엽고?어딘가 불쌍한 리처드 파커와 파이 그리고엄마.아빠하는 소리 ㅎㅎ가  스치면서 잠깐나오는 Sea ...,7324451,love****,2013.03.04 18:09,0,0
10,놀라운 반전.결국 파커는 파이의 본능적 모습이었군. 채식주의자인 파이가 본능에 충실한 파커가 되지 않았다면 살아돌아올수가 없었다.,7324748,유흑이(dand****),2013.03.04 20:48,0,0
9,열린결말이라고 해서 그런지 여러가지 생각하게 하는 뜻있고 깊이있는 영화. 무엇보다도 영상미가 너무 아름다워서 보는 내내 황홀했다..,7325280,ehwj****,2013.03.05 00:35,0,0
10,"불법다운로드 사이트에서 받는 라이프오브파이는 마지막 중요한 대사 해석이 잘못되었군요 이 점 알고 보셨으면 좋겠습니다  대부분 다운로드한 라이프오브파이 마지막 해석이 ""배 안에 뱅갈호랑이는 없었다""라고 ...",7325451,yhdi****,2013.03.05 02:13,0,0
9,아 .......................... 간만에 눈이  지대로 호강하였노라~! @.@   이안감독  능력의 스펙트럼이 넓은 걸 다시금 느끼기도 하면서 존경스러웠다는. 헐리웃 진출한 울나라 감독들도 꼭 아카...,7325544,원더우기(ugif****),2013.03.05 04:16,0,0
10,이야~~ 화면도 완전 멋있고 스릴있음!!^-^,7326139,kwg0****,2013.03.05 17:03,0,0
10,영상미 모험담이 일품이다 바다에 우주를 수놓았다   파커 파이와 바다,7326306,아이아(hose****),2013.03.05 18:51,0,0
10,잘봤어요!! 힐링되는 영화인듯ㅎ,7326310,설화(kimy****),2013.03.05 18:54,0,0
8,"영상미가 아름다웠고, 원작만큼 좋았다.",7326546,잇힝국대통령(sung****),2013.03.05 21:45,0,0
10,"무신론자로서 종교인들의 믿음의 근원에 대해 이해하는데 큰 도움이 되었다. 종교인 뿐만아니라 무신론자에게도 큰 감동을 줄 수있는 영화였다....and so it goes with God""",7326666,해오리(kdse****),2013.03.05 23:09,0,0
4,일방통행.,7326970,tori****,2013.03.06 01:52,0,0
10,"열린결말이니 한쪽으로 치우쳐지지 마시길. 때론 믿음을 가지고 세상을 이해하며 살고, 때론 현실적으로 세상을 헤쳐나가자는 교훈이 담긴 것 같습니다.",7327102,김진수(grea****),2013.03.06 05:46,0,0
10,머리를 쎄게 한대 맞은느낌이었다.결말을보고나서  다시한번  생각하게  만든영화였다강추!!,7327147,sjoi****,2013.03.06 08:35,0,0
10,기대없이 봤는데 이건.. 내 인생의 걸작 탑10에 넣고싶네요.!,7327413,silv****,2013.03.06 15:08,0,0
10,영상 소설을 읽는듯한 작품. 비유법으로 가득찬 최근들어 본 최고의 영화.,7327480,시리우스(bing****),2013.03.06 15:59,0,0
10,걸작!,7327488,프메향(aram****),2013.03.06 16:11,0,0
8,동해가 일본해로 나온것만 빼면 근래 본 제일 괜찮은 영화.,7327823,대따삐짐(juda****),2013.03.06 20:00,0,0
10,걸작,7328127,깜돌이(tjs5****),2013.03.06 22:34,0,0
10,숨겨진 철학적의미!,7328236,iiii****,2013.03.06 23:21,0,0
10,내 마음 속에 나를 깨워줄 호랑이 한마리가 들어왔다. 살아 남기 위해 이젠 내가 그 호랑이를 길들일 차례다.  깊이 있는 이야기와 함께 오랫동안 뇌리 속에 반추될 이미지..,7328526,꽃게살(suno****),2013.03.07 01:39,0,0
8,3D 아이맥스. 좋았다. 황홀한 장면과 소름끼치는 이야기.,7328798,샌더(funn****),2013.03.07 06:01,0,0
10,sea of japan 을 제외하곤 정말 최고의 영화....특히 마지막에....진짜 소름...대박....,7329830,serv****,2013.03.07 18:00,0,0
10,명작,7330623,Colin(wndd****),2013.03.08 00:55,0,0
9,?가 !가 되는 영화,7330640,아수(asur****),2013.03.08 01:02,0,0
10,믿음이란 무엇인가 무엇을 믿어야 하는가를 말해주고 있는 작품.,7330729,떠블이(gb15****),2013.03.08 01:52,0,0
6,거짓말 속의 영상미는 아름답지만 잔혹한 현실을 도피했을 뿐.,7331104,오오카미(purp****),2013.03.08 10:56,0,0
8,머리가 맑아지네요. 디즈니랜드 갔다온 기분.,7331953,똥싸개(sdso****),2013.03.08 20:51,0,0
9,최고의 기술과 최고의 이야기가 최고의 감독을 만났을 때,7332060,arkj****,2013.03.08 21:53,0,0
8,영화관에서 보길 잘했어~~,7332137,rage****,2013.03.08 22:38,0,0
8,황홀한 영상 속 이면에 감춰진 무섭도록 서늘한 이야기.,7332332,Blanky(naje****),2013.03.09 00:03,0,0
9,"영상이 아주 끝내준다. 초반부가 조금 지루하더라도 끝까지 정줄 놓지 말고 보길... 사실은 변하지 않지만, 어떻게 보느냐는 사람에 따라 차이가 있다.",7332685,이루다(tres****),2013.03.09 02:29,0,0
5,내용만 흥미진진 할것 같은데 막상 보지 인터뷰 장면들 때문에 흐름도 끊기고 지루함.,7335797,메롱이(choi****),2013.03.09 22:55,0,0
9,초반에 여러 신을 믿는다는 감독의 주제 아닌 주제만 빼면 끝내주는 영화임.,7336280,제길공명(vxbo****),2013.03.10 00:50,0,0
10,이안 감독은 위대하다...... 경이로웠다...,7336519,갱스터다(pth3****),2013.03.10 01:46,0,0
10,초반군더더기..그 뒤 대박~!,7336979,오공일(501a****),2013.03.10 05:52,0,0
9,"지루하지 않게 봤다. 기대없이 봤는데, 3D로 또 보고 싶다.",7336990,닭갈비(minj****),2013.03.10 06:09,0,0
10,단순한 영화가 아니다.그 속에 너무 많은것을 담고 있는영화이다,7337384,yunj****,2013.03.10 11:38,0,0
10,cg가 정말 최고 눈이 즐겁다,7337721,붐붐이(ksk5****),2013.03.10 14:04,0,0
